1,basic latent features
2,just random
3,polynomial C1 ^ 2
4,polynomial C1 ^ .5
5,polynomial C1 ^ -2
6,polynomial C1 t C2
7,polynomial C1 ^ C2
8,polynomial C1 t C2 t C3
9,polynomial C1 t C2 t C3^1d3
10,mean subtraction in each row
11,median subtraction in each row
12,switches between 1 & -1 based on C1
13,switches between C2 & -C2 based on C1
14,switches between C2+C3 & C4+C5 based on C1
15,smoothed switches between -C2-C3 & C2+C3 based on C1
16,switches between -C2-C3 & C2+C3 based on C1
17,randomly switches between C1 & C2
18,FALSE
19,FALSE
20,FALSE
21,FALSE
22,FALSE
23,FALSE
24,FALSE
25,FALSE
26,FALSE
27,FALSE
28,FALSE
29,FALSE
30,FALSE
31,FALSE
32,FALSE
33,FALSE
34,FALSE
35,FALSE
36,FALSE
37,FALSE
38,FALSE
39,FALSE
40,FALSE
41,FALSE
42,FALSE
43,FALSE
44,FALSE
45,FALSE
46,FALSE
47,FALSE
48,FALSE
49,FALSE
50,FALSE
51,FALSE
52,FALSE
53,FALSE
54,FALSE
55,FALSE
56,FALSE
57,FALSE
58,FALSE
59,FALSE
60,FALSE
61,FALSE
62,FALSE
63,FALSE
64,FALSE
65,FALSE
66,FALSE
67,FALSE
68,FALSE
69,FALSE
70,FALSE
71,FALSE
72,FALSE
73,FALSE
74,FALSE
75,FALSE
76,FALSE
77,FALSE
78,FALSE
79,FALSE
80,FALSE
81,FALSE
82,FALSE
83,FALSE
84,FALSE
85,FALSE
86,FALSE
87,FALSE
88,FALSE
89,FALSE
90,FALSE
91,FALSE
92,FALSE
93,FALSE
94,FALSE
95,FALSE
96,FALSE
97,FALSE
98,FALSE
99,FALSE
100,FALSE
