0.01,0.01,0.659,0.889,0.593,Wed Aug 02 16:37:25 2017,avNNe,8,1,basic latent features,ignore,none,asis,1.12784979099243,random,333,53,adaptive_cv,16,5,2,2,19,0.0107744822639878,FALSE,,,,,,,,,,0.953,0.91,0.012,0.109,0.042,Thu Aug 17 23:20:08 2017,avNNet,1,1,basic latent features,ignore,none,range01,1.21305970973197,random,249,26,cv,5,6,1,5,3,0.000154371552198701,FALSE
0.969,0.965,-1,NA,NA,Tue Nov 21 22:54:39 2017,regr.bartMachine,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,nohyperparam,231,28,cv,32,3,NA,5
0.737,0.682,-1,0.458,0.301,Tue Nov 21 22:54:45 2017,regr.bcart,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,nohyperparam,232,6,cv,32,3,NA,5
NA,NA,-1,NA,NA,Tue Nov 21 22:54:45 2017,regr.bdk,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,nohyperparam,233,0,cv,32,3,NA,5
0.989,0.866,-1,NA,NA,Wed Nov 22 01:47:49 2017,regr.bgp,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,nohyperparam,234,10384,cv,32,3,NA,5
0.989,0.866,-1,0.193,0.013,Wed Nov 22 02:42:33 2017,regr.bgpllm,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,nohyperparam,235,3284,cv,32,3,NA,5
0.925,0.888,0.137,0.161,0.086,Wed Nov 22 02:44:21 2017,regr.blackboost,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,random,236,107,cv,32,3,NA,5,9,179
0.989,0.866,-1,0.193,0.013,Wed Nov 22 02:44:23 2017,regr.blm,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,nohyperparam,237,2,cv,32,3,NA,5
0.99,0.99,-1,0.015,0.011,Wed Nov 22 02:44:23 2017,regr.brnn,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,nohyperparam,238,0,cv,32,3,NA,5
0.935,0.935,-1,0.094,0.075,Wed Nov 22 02:44:24 2017,regr.bst,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,nohyperparam,239,1,cv,32,3,NA,5
0.989,0.866,-1,NA,NA,Wed Nov 22 07:51:17 2017,regr.btgp,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,nohyperparam,240,18412,cv,32,3,NA,5
0.989,0.866,-1,0.193,0.013,Wed Nov 22 09:40:55 2017,regr.btgpllm,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,nohyperparam,241,6578,cv,32,3,NA,5
0.989,0.866,-1,0.193,0.013,Wed Nov 22 09:40:57 2017,regr.btlm,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,nohyperparam,242,2,cv,32,3,NA,5
0.862,0.797,-1,0.293,0.158,Wed Nov 22 09:41:09 2017,regr.cforest,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,nohyperparam,243,11,cv,32,3,NA,5
Fail,Fail,Fail,Fail,PackageFail,Wed Nov 22 09:41:13 2017,regr.crs,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,16
0.797,0.763,-1,0.342,0.232,Wed Nov 22 09:41:13 2017,regr.ctree,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,nohyperparam,245,0,cv,32,3,NA,5
1,1,-1,0.001,0,Wed Nov 22 09:41:14 2017,regr.cubist,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,nohyperparam,246,0,cv,32,3,NA,5
0.967,0.967,-1,0.047,0.038,Wed Nov 22 09:41:15 2017,regr.cvglmnet,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,nohyperparam,247,1,cv,32,3,NA,5
1,1,-1,NA,NA,Wed Nov 22 09:41:16 2017,regr.earth,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,nohyperparam,248,0,cv,32,3,NA,5
0.04,0.035,-1,1.39,1.1,Wed Nov 22 09:41:16 2017,regr.elmNN,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,nohyperparam,249,0,cv,32,3,NA,5
0.731,0.724,-1,0.397,0.308,Wed Nov 22 09:47:02 2017,regr.evtree,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,nohyperparam,250,345,cv,32,3,NA,5
NA,NA,0.111,NA,NA,Wed Nov 22 10:37:46 2017,regr.extraTrees,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,random,251,3044,cv,32,3,NA,5,2,20
-0.001,0,-1,1.441,1.147,Wed Nov 22 10:37:49 2017,regr.featureless,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,nohyperparam,252,2,cv,32,3,NA,5
0.941,0.91,-1,0.129,0.067,Wed Nov 22 10:37:49 2017,regr.fnn,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,nohyperparam,253,0,cv,32,3,NA,5
0.724,0.731,-1,0.388,0.316,Wed Nov 22 10:37:57 2017,regr.frbs,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,nohyperparam,254,7,cv,32,3,NA,5
0.994,0.994,-1,0.009,0.007,Wed Nov 22 10:37:59 2017,regr.gamboost,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,nohyperparam,255,2,cv,32,3,NA,5
0.939,0.783,-1,0.313,0.07,Wed Nov 22 10:38:02 2017,regr.gausspr,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,nohyperparam,256,4,cv,32,3,NA,5
0.901,0.872,0.179,0.185,0.114,Wed Nov 22 10:38:12 2017,regr.gbm,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,random,257,9,cv,32,3,NA,5,197,10,0.414968427732587,13
1,1,-1,0.001,0,Wed Nov 22 10:38:12 2017,regr.glm,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,nohyperparam,258,0,cv,32,3,NA,5
1,1,0.001,0.001,0,Wed Nov 22 10:38:16 2017,regr.glmboost,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,random,259,4,cv,32,3,NA,5,34,0.948158314684406
0.996,0.996,0.006,0.006,0.004,Wed Nov 22 10:38:20 2017,regr.glmnet,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,random,260,4,cv,32,3,NA,5,0.701435301220044,0.00436260658025014
0.982,0.974,-1,0.037,0.021,Wed Nov 22 10:38:40 2017,regr.h2o.deeplearning,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,nohyperparam,261,20,cv,32,3,NA,5
0.917,0.884,-1,0.168,0.095,Wed Nov 22 10:38:46 2017,regr.h2o.gbm,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,nohyperparam,262,5,cv,32,3,NA,5
0.998,0.998,-1,0.003,0.002,Wed Nov 22 10:38:49 2017,regr.h2o.glm,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,nohyperparam,263,3,cv,32,3,NA,5
0.917,0.876,-1,0.179,0.095,Wed Nov 22 10:38:54 2017,regr.h2o.randomForest,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,nohyperparam,264,5,cv,32,3,NA,5
0.938,0.917,-1,0.12,0.071,Wed Nov 22 10:38:55 2017,regr.IBk,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,nohyperparam,265,1,cv,32,3,NA,5
Fail,Fail,Fail,Fail,PackageFail,Wed Nov 22 10:39:03 2017,regr.kknn,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,9
NA,NA,-1,NA,NA,Wed Nov 22 10:39:40 2017,regr.km,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,nohyperparam,267,36,cv,32,3,NA,5
0.974,0.97,0.044,0.043,0.03,Wed Nov 22 10:39:54 2017,regr.ksvm,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,random,268,15,cv,32,3,NA,5,9.62441813621406,0.00269295974454884
0.998,0.995,-1,0.008,0.002,Wed Nov 22 10:41:36 2017,regr.laGP,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,nohyperparam,269,101,cv,32,3,NA,5
0.974,0.974,-1,0.038,0.03,Wed Nov 22 10:41:37 2017,regr.LiblineaRL2L1SVR,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,nohyperparam,270,0,cv,32,3,NA,5
0.953,0.952,-1,0.069,0.054,Wed Nov 22 10:41:37 2017,regr.LiblineaRL2L2SVR,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,nohyperparam,271,0,cv,32,3,NA,5
1,1,-1,0.001,0,Wed Nov 22 10:41:37 2017,regr.lm,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,nohyperparam,272,0,cv,32,3,NA,5
1,1,-1,NA,NA,Wed Nov 22 10:41:38 2017,regr.mars,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,nohyperparam,273,0,cv,32,3,NA,5
1,1,-1,0.001,0,Wed Nov 22 10:41:38 2017,regr.mob,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,nohyperparam,274,0,cv,32,3,NA,5
1,0.999,0.002,0.002,0.001,Wed Nov 22 10:42:27 2017,regr.nnet,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,random,275,48,cv,32,3,NA,5,17,7.08111123216417e-05
0.59,0.521,-1,0.69,0.47,Wed Nov 22 10:42:57 2017,regr.nodeHarvest,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,nohyperparam,276,30,cv,32,3,NA,5
1,1,-1,0.001,0,Wed Nov 22 10:42:58 2017,regr.pcr,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,nohyperparam,277,0,cv,32,3,NA,5
Fail,Fail,Fail,Fail,PackageFail,Wed Nov 22 10:43:04 2017,regr.penalized.fusedlasso,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,7
Fail,Fail,Fail,Fail,PackageFail,Wed Nov 22 10:43:08 2017,regr.penalized.lasso,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,11
Fail,Fail,Fail,Fail,PackageFail,Wed Nov 22 10:43:12 2017,regr.penalized.ridge,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,15
1,1,-1,0.001,0,Wed Nov 22 10:43:13 2017,regr.plsr,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,nohyperparam,281,0,cv,32,3,NA,5
0.942,0.896,0.137,0.151,0.066,Wed Nov 22 10:46:13 2017,regr.randomForest,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,random,282,180,cv,32,3,NA,5,5,2
0.9,0.859,-1,0.203,0.115,Wed Nov 22 10:46:18 2017,regr.randomForestSRC,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,nohyperparam,283,5,cv,32,3,NA,5
Fail,Fail,Fail,Fail,PrePackageFail,Wed Nov 22 10:46:20 2017,regr.ranger,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,7
Fail,Fail,Fail,Fail,PrePackageFail,Wed Nov 22 10:46:20 2017,regr.rknn,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,7
0.434,0.426,0.801,0.826,0.649,Wed Nov 22 10:46:24 2017,regr.rpart,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,random,286,3,cv,32,3,NA,5,0.033648050718793,15,11,14
Fail,Fail,Fail,Fail,PrePackageFail,Wed Nov 22 10:46:24 2017,regr.RRF,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,4
1,1,-1,0.001,0,Wed Nov 22 10:46:25 2017,regr.rsm,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,nohyperparam,288,0,cv,32,3,NA,5
0.988,0.916,-1,0.122,0.014,Wed Nov 22 10:47:11 2017,regr.rvm,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,nohyperparam,289,46,cv,32,3,NA,5
Fail,Fail,Fail,Fail,PrePackageFail,Wed Nov 22 10:47:11 2017,regr.slim,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,46
Fail,Fail,Fail,Fail,PrePackageFail,Wed Nov 22 10:47:11 2017,regr.svm,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,47
Fail,Fail,Fail,Fail,PrePackageFail,Wed Nov 22 10:47:12 2017,regr.xgboost,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,47
NA,NA,-1,NA,NA,Wed Nov 22 10:47:12 2017,regr.xyf,1,1,basic sum C1 + C2,ignore,none,YeoJohnson,1.44091949789524,nohyperparam,293,0,cv,32,3,NA,5
0.964,0.942,-1,0.08,0.04,Wed Nov 22 10:47:34 2017,regr.bartMachine,1,1,basic sum C1 + C2,ignore,none,ICA,1.39054862822124,nohyperparam,294,17,cv,32,3,NA,5
0.708,0.678,-1,0.448,0.322,Wed Nov 22 10:47:40 2017,regr.bcart,1,1,basic sum C1 + C2,ignore,none,ICA,1.39054862822124,nohyperparam,295,6,cv,32,3,NA,5
NA,NA,-1,NA,NA,Wed Nov 22 10:47:40 2017,regr.bdk,1,1,basic sum C1 + C2,ignore,none,ICA,1.39054862822124,nohyperparam,296,0,cv,32,3,NA,5
0.989,0.867,-1,0.186,0.012,Wed Nov 22 13:56:38 2017,regr.bgp,1,1,basic sum C1 + C2,ignore,none,ICA,1.39054862822124,nohyperparam,297,11338,cv,32,3,NA,5
0.989,0.867,-1,0.186,0.012,Wed Nov 22 16:53:14 2017,regr.bgpllm,1,1,basic sum C1 + C2,ignore,none,ICA,1.39054862822124,nohyperparam,298,10594,cv,32,3,NA,5
0.925,0.915,0.12,0.118,0.082,Wed Nov 22 16:58:32 2017,regr.blackboost,1,1,basic sum C1 + C2,ignore,none,ICA,1.39054862822124,random,299,317,cv,32,3,NA,5,2,413
0.989,0.867,-1,NA,NA,Wed Nov 22 16:58:42 2017,regr.blm,1,1,basic sum C1 + C2,ignore,none,ICA,1.39054862822124,nohyperparam,300,9,cv,32,3,NA,5
0.993,0.991,-1,0.012,0.007,Wed Nov 22 16:58:43 2017,regr.brnn,1,1,basic sum C1 + C2,ignore,none,ICA,1.39054862822124,nohyperparam,301,1,cv,32,3,NA,5
0.937,0.937,-1,0.088,0.07,Wed Nov 22 16:58:45 2017,regr.bst,1,1,basic sum C1 + C2,ignore,none,ICA,1.39054862822124,nohyperparam,302,1,cv,32,3,NA,5
0.975,0.782,-1,NA,NA,Thu Nov 23 05:30:28 2017,regr.btgp,1,1,basic sum C1 + C2,ignore,none,ICA,1.57763211029766,nohyperparam,347,20656,cv,32,3,NA,5
0.975,0.782,-1,0.345,0.031,Thu Nov 23 09:22:10 2017,regr.btgpllm,1,1,basic sum C1 + C2,ignore,none,ICA,1.57763211029766,nohyperparam,348,13901,cv,32,3,NA,5
