bagEarthGCV, 0.96392925115705, Sat Sep 30 20:12:36 2017, bm sin(C2, 100, 0.80466416881947, 0.181979811623371, 0.0828310019741997, 0, 0, 0, 0, 0
bayesglm, 0.694763791986044, Sat Sep 30 20:13:31 2017, bm sin(C2, 100, 10.2445034464251, 6.96467386157516, 6.91921629868713, 1.20921832618994, 5.3666929253701, 0, 3.48439330583213, 2.9583877966203
blasso, 0.730697126092418, Sat Sep 30 20:13:37 2017, bm sin(C2, 100, 10.2445034464251, 6.96467386157516, 6.91921629868713, 1.20921832618994, 5.3666929253701, 0, 3.48439330583213, 2.9583877966203
blassoAveraged, 0.733169536103602, Sat Sep 30 20:13:43 2017, bm sin(C2, 100, 10.2445034464251, 6.96467386157516, 6.91921629868713, 1.20921832618994, 5.3666929253701, 0, 3.48439330583213, 2.9583877966203
bridge, 0.741837791227126, Sat Sep 30 20:13:48 2017, bm sin(C2, 100, 10.2445034464251, 6.96467386157516, 6.91921629868713, 1.20921832618994, 5.3666929253701, 0, 3.48439330583213, 2.9583877966203
BstLm, 0.586800896326225, Sat Sep 30 20:16:17 2017, bm sin(C2, 100, 10.2445034464251, 6.96467386157516, 6.91921629868713, 1.20921832618994, 5.3666929253701, 0, 3.48439330583213, 2.9583877966203
cforest, 0.849321486709556, Sat Sep 30 20:16:28 2017, bm sin(C2, 100, 0, 0.00952777256187903, 0.00460402870494147, 0.00550587897614152, 0.00422416080945559, 0.00851017156372494, 0.00612600854737545, 0.00631659951423311
cubist, 0.988163546818499, Sat Sep 30 20:18:00 2017, bm sin(C2, 100, 0.50251256281407, 0, 0, 0, 0, 0, 0, 0
dnn, 0, Sat Sep 30 20:18:08 2017, bm sin(C2, 100, 10.2445034464251, 6.96467386157516, 6.91921629868713, 1.20921832618994, 5.3666929253701, 0, 3.48439330583213, 2.9583877966203
earth, 0.953513734547579, Sat Sep 30 20:18:13 2017, bm sin(C2, 100, 0, 0, 0, 0, 0, 0, 0, 0
