spear,pMAE,pRMSE,ocvRMSE,RMSEutrans,MAEutrans,date,algomodel,trgCol,transTarg,task,missing,append,transform,pc,expirament,fold,maxfold,seed,seedit,foldseed,RMSEmean,RMSEmeantrain,hpGen,time,validmethod,tuneLength,cvcount,ignrepeats,adaptivemin,bestTuneparams,btp1,btp2,btp3,btp4,btp5,btp6,btp7,btp8,btp9,btp10,btp11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,-1,0.00204,0.000833,Wed Jul 18 18:00:50 2018,perfect,1,2,ifs nested 2 layer,ignore,none,quantile,ALTA,firstfullPCAs4bk,1,20,403,120,222,0.9561,1.002,random,NA,nohyperparameters,1,20,no rep,no min,,,,,,0,9,0.052,30,0.271,45,0.437,49,-0.503,80,-2.34,82,-0.594
0.771,0.19,0.206,0.398,0.759,0.565,Wed Jul 18 18:01:22 2018,regr.bartMachine,1,2,ifs nested 2 layer,ignore,none,quantile,ALTA,firstfullPCAs4bk,1,20,403,52,222,0.9561,1.002,random,8,nohyperparameters,1,20,no rep,no min,,,,,,0,9,-0.29,30,-0.257,45,-0.443,49,-0.585,80,-0.826,82,-0.541
-0.655,-0.034,-0.027,0.984,0.982,0.723,Wed Jul 18 18:04:59 2018,regr.bcart,1,2,ifs nested 2 layer,ignore,none,quantile,ALTA,firstfullPCAs4bk,1,20,403,401,222,0.9561,1.002,random,11,nohyperparameters,1,20,no rep,no min,,,,,,0,9,-0.348,30,-0.348,45,-0.348,49,-0.348,80,-0.204,82,-0.348
1,1,1,-1,0,0,Wed Jul 18 18:48:39 2018,perfect,1,2,4thPCALL,ignore,none,quantile,ALTA,firstfullPCAs4bk,1,20,403,168,222,0.7943,1.002,random,NA,nohyperparameters,1,20,no rep,no min,,,,,,0,21,3,28,4,32,4,47,5,65,4,66,3,125,5
0,-0.074,0.005,0.747,0.79,0.614,Wed Jul 18 18:49:16 2018,regr.bartMachine,1,2,4thPCALL,ignore,none,quantile,ALTA,firstfullPCAs4bk,1,20,403,398,222,0.7943,1.002,random,8,nohyperparameters,1,20,no rep,no min,,,,,,0,21,4.03,28,4.09,32,4.09,47,3.91,65,3.88,66,3.54,125,3.65
1,1,1,-1,0,0,Wed Jul 18 19:18:36 2018,perfect,1,2,4thPCALL,ignore,none,quantile,ALTA,firstfullPCAs4bk,1,20,403,168,222,0.7943,1.002,random,NA,nohyperparameters,1,20,no rep,no min,,,,,,0,21,3,28,4,32,4,47,5,65,4,66,3,125,5
-0.472,-0.133,-0.055,0.751,0.838,0.647,Wed Jul 18 19:19:08 2018,regr.bartMachine,1,2,4thPCALL,ignore,none,quantile,ALTA,firstfullPCAs4bk,1,20,403,398,222,0.7943,1.002,random,7,nohyperparameters,1,20,no rep,no min,,,,,,0,21,4.07,28,3.94,32,4.06,47,3.81,65,3.86,66,3.61,125,3.6
1,1,1,-1,0,0,Wed Jul 18 19:22:02 2018,perfect,1,2,4thPCALL,ignore,none,quantile,ALTA,firstfullPCAs4bk,1,20,403,168,222,0.7943,1.002,random,NA,nohyperparameters,1,20,no rep,no min,,,,,,0,21,3,28,4,32,4,47,5,65,4,66,3,125,5
-0.189,-0.094,-0.019,0.733,0.81,0.625,Wed Jul 18 19:22:43 2018,regr.bartMachine,1,2,4thPCALL,ignore,none,quantile,ALTA,firstfullPCAs4bk,1,20,403,398,222,0.7943,1.002,random,9,nohyperparameters,1,20,no rep,no min,,,,,,0,21,3.98,28,3.88,32,4.08,47,3.81,65,3.84,66,3.45,125,3.6
NA,-0.183,0,1,0.794,0.676,Wed Jul 18 19:22:58 2018,regr.bcart,1,2,4thPCALL,ignore,none,quantile,ALTA,firstfullPCAs4bk,1,20,403,407,222,0.7943,1.002,random,13,nohyperparameters,1,20,no rep,no min,,,,,,0,21,3.76,28,3.76,32,3.76,47,3.76,65,3.76,66,3.76,125,3.76
-0.472,-0.186,-0.046,0.947,0.83,0.677,Wed Jul 18 19:23:10 2018,regr.bst,1,2,4thPCALL,ignore,none,quantile,ALTA,firstfullPCAs4bk,1,20,403,187,222,0.7943,1.002,random,2,nohyperparameters,1,20,no rep,no min,,,,,,0,21,3.91,28,3.81,32,3.77,47,3.72,65,3.87,66,3.65,125,3.65
-0.189,-0.113,-0.003,-1,0.797,0.636,Wed Jul 18 19:23:23 2018,regr.cforest,1,2,4thPCALL,ignore,none,quantile,ALTA,firstfullPCAs4bk,1,20,403,455,222,0.7943,1.002,random,6,nohyperparameters,1,20,no rep,no min,,,,,,0,21,3.95,28,3.89,32,3.96,47,3.9,65,3.78,66,3.68,125,3.66
NA,-0.183,0,-1,0.794,0.676,Wed Jul 18 19:23:39 2018,regr.ctree,1,2,4thPCALL,ignore,none,quantile,ALTA,firstfullPCAs4bk,1,20,403,455,222,0.7943,1.002,random,2,nohyperparameters,1,20,no rep,no min,,,,,,0,21,3.76,28,3.76,32,3.76,47,3.76,65,3.76,66,3.76,125,3.76
0.283,-5.385,-3.662,3.65,3.7,3.65,Wed Jul 18 19:23:43 2018,regr.elmNN,1,2,4thPCALL,ignore,none,quantile,ALTA,firstfullPCAs4bk,1,20,403,32,222,0.7943,1.002,random,0,nohyperparameters,1,20,no rep,no min,,,,,,0,21,0.0354,28,0.117,32,0.34,47,1.34,65,0.576,66,0.0319,125,0.0214
0.189,-0.054,0.021,1.04,0.777,0.602,Wed Jul 18 20:13:22 2018,regr.extraTrees,1,2,4thPCALL,ignore,none,quantile,ALTA,firstfullPCAs4bk,1,20,403,486,222,0.7943,1.002,random,2977,cv,10,20,NA,5,3,9,,,,0,21,3.88,28,3.94,32,3.94,47,3.9,65,3.81,66,3.55,125,3.62
NA,-0.183,0,1,0.794,0.676,Wed Jul 18 20:13:25 2018,regr.featureless,1,2,4thPCALL,ignore,none,quantile,ALTA,firstfullPCAs4bk,1,20,403,486,222,0.7943,1.002,random,0,nohyperparameters,1,20,no rep,no min,,,,,,0,21,3.76,28,3.76,32,3.76,47,3.76,65,3.76,66,3.76,125,3.76
0.472,-1.08,-0.622,-1,1.29,1.19,Wed Jul 18 20:13:45 2018,regr.gausspr,1,2,4thPCALL,ignore,none,quantile,ALTA,firstfullPCAs4bk,1,20,403,612,222,0.7943,1.002,random,2,nohyperparameters,1,20,no rep,no min,,,,,,0,21,1.98,28,2.13,32,3.1,47,3.19,65,2.93,66,3.33,125,3.67
1,1,1,-1,0,0,Wed Jul 18 20:15:38 2018,perfect,1,2,4thPCALL,ignore,none,asis,ALTA,firstfullPCAs4bk,1,20,403,168,222,0.7943,1.002,random,NA,nohyperparameters,1,20,no rep,no min,,,,,,0,21,3,28,4,32,4,47,5,65,4,66,3,125,5
-0.094,-0.102,-0.005,0.75,0.799,0.63,Wed Jul 18 20:16:20 2018,regr.bartMachine,1,2,4thPCALL,ignore,none,asis,ALTA,firstfullPCAs4bk,1,20,403,398,222,0.7943,1.002,random,9,nohyperparameters,1,20,no rep,no min,,,,,,0,21,3.98,28,3.88,32,4.14,47,3.86,65,3.86,66,3.51,125,3.62
NA,-0.183,0,1,0.794,0.676,Wed Jul 18 20:16:35 2018,regr.bcart,1,2,4thPCALL,ignore,none,asis,ALTA,firstfullPCAs4bk,1,20,403,407,222,0.7943,1.002,random,13,nohyperparameters,1,20,no rep,no min,,,,,,0,21,3.76,28,3.76,32,3.76,47,3.76,65,3.76,66,3.76,125,3.76
0.189,-0.102,0.007,0.985,0.789,0.63,Wed Jul 18 20:29:12 2018,regr.blackboost,1,2,4thPCALL,ignore,none,asis,ALTA,firstfullPCAs4bk,1,20,403,90,222,0.7943,1.002,random,749,cv,10,20,NA,5,8,2,,,,0,21,3.77,28,3.72,32,3.85,47,3.79,65,3.97,66,3.63,125,3.66
0,-0.106,-0.008,0.825,0.801,0.632,Wed Jul 18 20:29:26 2018,regr.bst,1,2,4thPCALL,ignore,none,asis,ALTA,firstfullPCAs4bk,1,20,403,494,222,0.7943,1.002,random,2,nohyperparameters,1,20,no rep,no min,,,,,,0,21,3.95,28,3.97,32,3.7,47,3.72,65,3.93,66,3.55,125,3.76
-0.378,-0.123,-0.017,-1,0.808,0.642,Wed Jul 18 20:29:36 2018,regr.cforest,1,2,4thPCALL,ignore,none,asis,ALTA,firstfullPCAs4bk,1,20,403,179,222,0.7943,1.002,random,4,nohyperparameters,1,20,no rep,no min,,,,,,0,21,3.92,28,3.92,32,3.91,47,3.88,65,3.8,66,3.68,125,3.6
0,-0.357,-0.114,-1,0.885,0.776,Wed Jul 18 20:29:41 2018,regr.ctree,1,2,4thPCALL,ignore,none,asis,ALTA,firstfullPCAs4bk,1,20,403,179,222,0.7943,1.002,random,2,nohyperparameters,1,20,no rep,no min,,,,,,0,21,3.55,28,3.55,32,3.55,47,3.55,65,4.54,66,3.55,125,3.55
-0.283,-0.543,-0.288,1.03,1.02,0.882,Wed Jul 18 20:29:45 2018,regr.elmNN,1,2,4thPCALL,ignore,none,asis,ALTA,firstfullPCAs4bk,1,20,403,380,222,0.7943,1.002,random,1,nohyperparameters,1,20,no rep,no min,,,,,,0,21,3.81,28,3.65,32,3.39,47,3.01,65,3.54,66,3.77,125,3.81
1,1,1,-1,0,0,Wed Jul 18 20:34:11 2018,perfect,1,2,4thPCALL,ignore,none,asis,ALTA,firstfullPCAs4bk,1,20,403,168,222,0.7943,1.002,random,NA,nohyperparameters,1,20,no rep,no min,,,,,,0,21,3,28,4,32,4,47,5,65,4,66,3,125,5
NA,-0.221,-0.021,1.1,0.811,0.698,Wed Jul 18 20:36:03 2018,h2oAutoml 1,1,2,4thPCALL,ignore,none,asis,ALTA,firstfullPCAs4bk,1,20,403,624,222,0.7943,1.002,random,109,cv,10,20,NA,5,StackedEnsemble_AllModels_0_AutoML_20180718_203447,,,,,0,21,3.71,28,3.71,32,3.71,47,3.71,65,3.71,66,3.71,125,3.71
0,-0.176,-0.027,1.07,0.816,0.672,Wed Jul 18 20:47:18 2018,h2oAutoml 10,1,2,4thPCALL,ignore,none,asis,ALTA,firstfullPCAs4bk,1,20,403,624,222,0.7943,1.002,random,673,cv,10,20,NA,5,GBM_grid_0_AutoML_20180718_203611_model_7,,,,,0,21,3.62,28,3.65,32,3.75,47,3.7,65,3.88,66,3.65,125,3.61
-0.378,-0.092,-0.041,1.02,0.827,0.624,Wed Jul 18 20:50:51 2018,SL.bartMachine,1,2,4thPCALL,ignore,none,asis,ALTA,firstfullPCAs4bk,1,20,403,156,222,0.7943,1.002,random,104,nohyperparameters,1,20,no rep,no min,,,,,,0,21,4.07,28,4.05,32,4.08,47,3.9,65,3.96,66,3.59,125,3.56
-0.661,-0.722,-0.415,1.35,1.12,0.984,Wed Jul 18 20:52:58 2018,SL.bayesglm,1,2,4thPCALL,ignore,none,asis,ALTA,firstfullPCAs4bk,1,20,403,127,222,0.7943,1.002,random,124,nohyperparameters,1,20,no rep,no min,,,,,,0,21,4.49,28,5.4,32,3.7,47,3.63,65,4.1,66,3.79,125,3.57
0,-0.118,-0.009,1.07,0.801,0.639,Wed Jul 18 21:00:45 2018,SL.biglasso,1,2,4thPCALL,ignore,none,asis,ALTA,firstfullPCAs4bk,1,20,403,579,222,0.7943,1.002,random,465,nohyperparameters,1,20,no rep,no min,,,,,,0,21,3.83,28,3.9,32,3.71,47,3.71,65,3.89,66,3.53,125,3.67
1,1,1,-1,0,0,Wed Jul 18 23:52:30 2018,perfect,1,2,4thPCALL,ignore,none,asis,ALTA,firstfullPCAs4bk,1,20,403,168,222,0.7943,1.002,random,NA,nohyperparameters,1,20,no rep,no min,,,,,,0,21,3,28,4,32,4,47,5,65,4,66,3,125,5
NA,-0.221,-0.021,1.1,0.811,0.698,Wed Jul 18 23:54:19 2018,h2oAutoml 1,1,2,4thPCALL,ignore,none,asis,ALTA,firstfullPCAs4bk,1,20,403,624,222,0.7943,1.002,random,107,cv,10,20,NA,5,StackedEnsemble_AllModels_0_AutoML_20180718_235304,,,,,0,21,3.71,28,3.71,32,3.71,47,3.71,65,3.71,66,3.71,125,3.71
0,-0.176,-0.027,1.07,0.816,0.672,Thu Jul 19 00:05:30 2018,h2oAutoml 10,1,2,4thPCALL,ignore,none,asis,ALTA,firstfullPCAs4bk,1,20,403,624,222,0.7943,1.002,random,668,cv,10,20,NA,5,GBM_grid_0_AutoML_20180718_235428_model_7,,,,,0,21,3.62,28,3.65,32,3.75,47,3.7,65,3.88,66,3.65,125,3.61
