pMAE,pRMSE,ocvRMSE,RMSEutrans,MAEutrans,date,algomodel,trgCol,transTarg,task,missing,append,transform,pc,expirament,fold,maxfold,seed,seedit,foldseed,RMSEmean,RMSEmeantrain,hpGen,time,validmethod,tuneLength,cvcount,ignrepeats,adaptivemin,bestTuneparams,btp1,btp2,btp3,btp4,btp5,btp6,btp7,btp8,btp9,btp10,btp11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,0.01,100,100,100,Wed Aug 02 16:37:25 2017,dummy,8,1,bac latent features,ignore,none,asis,CLOUD,10hp10cv,1,5,403,624,222,0.9,0.9284,random,434,cv,10,10,NA,5,15,1.3312352844514,0.968602964049205,1.30087468028069,1.36411243351176,,,
0.127,0.093,0.823,0.816,0.663,Mon Jun 11 09:55:53 2018,avNNet,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,carEnstest3,1,5,403,177,222,0.9,0.9284,random,59,cv,10,10,NA,5,16,0.0276,,,,0,5,0.79,6,0.000807,8,0.196,9,0.277,12,0.165,14,0.906,15,0.701,27,0.149,29,0.253,30,0.676,48,0.00733,50,0.542,54,0.048,57,0.0674,59,0.0311,69,0.0255,72,0.0142,81,0.000486,88,0.00102,99,0.00116
Fail,Fail,Fail,Fail,Fail,Mon Jun 11 11:40:26 2018,bag,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,carEnstest3,1,5,403,624,222,9
0.704,0.635,0.429,0.328,0.225,Mon Jun 11 11:42:50 2018,bagEarth,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,carEnstest3,1,5,403,256,222,0.9,0.9284,random,143,cv,10,10,NA,5,9,2,,,,0,5,0.932,6,-1.24,8,0.823,9,-0.897,12,0.384,14,0.844,15,0.376,27,0.0812,29,1.13,30,1.79,48,-0.427,50,0.506,54,-0.413,57,-0.052,59,0.857,69,-0.407,72,-0.623,81,-0.863,88,-0.918,99,-0.547
0.609,0.153,0.273,0.762,0.297,Mon Jun 11 11:52:16 2018,bagEarth,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,carEnstest3,1,5,403,624,222,0.9,0.9284,random,709,cv,10,10,NA,5,5,2,,,,0,5,0.722,6,-1.43,8,1.2,9,1.54,12,0.359,14,1.17,15,-0.214,27,-0.131,29,1.34,30,0.523,48,-0.404,50,0.56,54,-0.386,57,0.0582,59,1.01,69,-1.07,72,-0.668,81,-0.857,88,-0.912,99,-0.491
0.517,0.206,0.44,0.715,0.367,Mon Jun 11 12:02:38 2018,caretEnsstack,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,carEnstest3,1,5,403,448,222,0.9,0.9284,random,1331,cv,10,10,NA,5,5,2,,,,0,5,0.725,6,-1.19,8,1.34,9,1.14,12,0.242,14,1.18,15,-0.85,27,-0.304,29,1.22,30,0.851,48,-0.405,50,0.423,54,-0.367,57,-0.0376,59,1.02,69,-0.938,72,-0.499,81,-1.13,88,-1.32,99,-0.977
0.609,0.153,0.217,0.762,0.297,Mon Jun 11 12:06:42 2018,caretEnstk lm,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,carEnstest3,1,5,403,624,222,0.9,0.9284,random,1576,cv,10,10,NA,5,5,2,,,,0,5,0.722,6,-1.43,8,1.2,9,1.54,12,0.359,14,1.17,15,-0.214,27,-0.131,29,1.34,30,0.523,48,-0.404,50,0.56,54,-0.386,57,0.0582,59,1.01,69,-1.07,72,-0.668,81,-0.857,88,-0.912,99,-0.491
0.653,0.173,0.151,0.744,0.263,Mon Jun 11 12:07:25 2018,caretEnstk cubist,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,carEnstest3,1,5,403,1,222,0.9,0.9284,random,1618,cv,10,10,NA,5,5,2,,,,0,5,0.637,6,-1.4,8,1.16,9,1.47,12,0.291,14,1.1,15,-0.25,27,-0.152,29,1.33,30,0.516,48,-0.402,50,0.529,54,-0.401,57,0.0313,59,1.01,69,-1.07,72,-0.588,81,-0.81,88,-0.878,99,-0.454
0.609,0.153,0.219,0.762,0.297,Mon Jun 11 12:08:17 2018,caretEnstk lm,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,carEnstest3,1,5,403,624,222,0.9,0.9284,random,1670,cv,10,10,NA,5,5,2,,,,0,5,0.722,6,-1.43,8,1.2,9,1.54,12,0.359,14,1.17,15,-0.214,27,-0.131,29,1.34,30,0.523,48,-0.404,50,0.56,54,-0.386,57,0.0582,59,1.01,69,-1.07,72,-0.668,81,-0.857,88,-0.912,99,-0.491
0.654,0.172,0.275,0.745,0.263,Mon Jun 11 12:08:25 2018,caretEnstk cubist,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,carEnstest3,1,5,403,1,222,0.9,0.9284,random,1678,cv,10,10,NA,5,5,2,,,,0,5,0.626,6,-1.46,8,1.12,9,1.46,12,0.281,14,1.08,15,-0.312,27,-0.15,29,1.3,30,0.491,48,-0.399,50,0.519,54,-0.398,57,0.0242,59,1,69,-1.06,72,-0.588,81,-0.794,88,-0.866,99,-0.449
0.609,0.153,0.212,0.762,0.297,Mon Jun 11 12:09:43 2018,caretEnstk lm,1,2,ifs C1 & C2 on C1,ignore,none,YeoJohnson,ALTA,carEnstest3,1,5,403,624,222,0.9,0.9284,random,1756,cv,10,10,NA,5,5,2,,,,0,5,0.722,6,-1.43,8,1.2,9,1.54,12,0.359,14,1.17,15,-0.214,27,-0.131,29,1.34,30,0.523,48,-0.404,50,0.56,54,-0.386,57,0.0582,59,1.01,69,-1.07,72,-0.668,81,-0.857,88,-0.912,99,-0.491
