,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlr, Tue Mar 20 16:32:21 2018, 4thbookercenterbooks, c("V2", "V3", "V4", "V5", "V6", "V7", "V8", "V9", "V10", "V11", "V12", "V13", "V14", "V15", "V16", "V17", "V18", "V19")
mlr, Tue Mar 20 16:32:21 2018, 4thbookercenterbooks, c("numeric", "numeric", "numeric", "numeric", "numeric", "numeric", "numeric", "numeric", "numeric", "numeric", "numeric", "numeric", "numeric", "numeric", "numeric", "numeric", "numeric", "numeric")
mlr, Tue Mar 20 16:32:21 2018, 4thbookercenterbooks, c(NA, -0.0775547783851715, 0.0053295603797285, -0.126682705216025, NA, NA, -0.2099401304993, 0.0373684519288212, -0.312583957065916, NA, -0.126402561428629, NA, NA, -0.2856695928296, -0.0706315452559778, NA, NA, 0.00190982199719711)
mlr, Tue Mar 20 16:32:21 2018, 4thbookercenterbooks, c(0.0410966857734892, 0.00976525978263714, 0.0122233261156503, 0.0170968820112493, 0.0225920580243377, 0.032652633464069, 0.0301586383359435, 0.0692297833452157, 0.0250365441143347, 0.00703187223070803, 0.030553038201981, 0.0324151974332007, -0.000172904569119483, 0.0151665733740234, 0.0062801538187653, -0.000401967212575023, -7.80332763342023e-05, 0.00215688307110434)
mlr, Tue Mar 20 16:32:21 2018, 4thbookercenterbooks, c(-0.54517718077554, -0.714844567477098, -1.05521078626347, -1.03416922401625, -1.03657027323315, -0.888397017582909, -0.766135748200466, -1.14613800484016, -0.951704192069575, -0.84393574104164, -0.501527770970239, -1.21298286421624, -1.09918579199383, -0.909523379296035, -0.815418136129976, -1.18030015245578, -0.782824170333859, -0.467111311844389)
mlr, Tue Mar 20 17:00:37 2018, 4thbookercenterbooks, c("V2", "V3", "V4", "V5", "V6", "V7", "V8", "V9", "V10", "V11", "V12", "V13", "V14", "V15", "V16", "V17", "V18", "V19")
mlr, Tue Mar 20 17:00:37 2018, 4thbookercenterbooks, c("numeric", "numeric", "numeric", "numeric", "numeric", "numeric", "numeric", "numeric", "numeric", "numeric", "numeric", "numeric", "numeric", "numeric", "numeric", "numeric", "numeric", "numeric")
mlr, Tue Mar 20 17:00:37 2018, 4thbookercenterbooks, c(-0.0189761198277482, -0.0818586907375451, 0.00462758748269694, NA, NA, NA, -0.13799319676788, 0.0208940942036165, NA, -0.203689412618157, NA, -0.0933726923013811, NA, 0.00284517682427932, -0.0861719556200975, NA, NA, -0.0933848007739427)
mlr, Tue Mar 20 17:00:37 2018, 4thbookercenterbooks, c(0.0352342889567444, 0.0124032540847298, -0.00347556778003758, 0.029098914532657, 0.0278994501622354, 0.0416957771087833, 0.0527888661048157, 0.059466259757172, 0.0209794345720257, 0.0274292217028446, 0.0625152354899612, 0.0435906728065091, -0.00165834599949934, 0.0233710321540006, 0.0263486132848145, -0.0015226751567216, -0.0011546269886869, -0.000891830858694196)
mlr, Tue Mar 20 17:00:37 2018, 4thbookercenterbooks, c(-1.09033004853413, -0.731593702328209, -0.961975673776063, -0.667069748324036, -0.896982862968971, -0.877204796715064, -0.726067283653834, -0.889222841596549, -0.682597512143549, -0.878659018997049, -0.671218854992688, -1.23196439575395, -1.00840886519592, -0.618129319351301, -0.750335357764814, -0.610274983452512, -0.856499566365275, -0.799354525140092)
